"Marital.status","Application.mode","Application.order","Daytime.evening.attendance.","Previous.qualification","Previous.qualification..grade.","Mother.s.qualification","Father.s.qualification","Mother.s.occupation","Father.s.occupation","Admission.grade","Displaced","Educational.special.needs","Debtor","Tuition.fees.up.to.date","Gender","Scholarship.holder","Age.at.enrollment","International","Unemployment.rate","Inflation.rate","GDP","Target"
"single","traditional","5","1","secondary",124,"bachelors or higher","less than secondary","group2","group3",113.9,"1","0","0","1","0","0",19,"0",16.2,0.3,-0.92,"0"
"single","traditional","3","1","secondary",131,"less than secondary","less than secondary","group9","group9",118,"1","0","0","1","0","1",18,"0",12.7,3.7,-1.7,"0"
"single","traditional","5","1","secondary",160,"bachelors or higher","secondary","group2","group9",150.2,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"1"
"single","traditional","2","1","secondary",120,"bachelors or higher","less than secondary","group4","group7",115.1,"1","0","0","1","0","1",19,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group5","group9",131.3,"1","0","0","1","0","1",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","0","specialized",120,"less than secondary","less than secondary","group7","group7",120,"1","0","0","1","0","1",23,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",118,"less than secondary","less than secondary","group9","group9",110.3,"1","0","0","0","0","0",18,"1",11.1,0.6,2.02,"0"
"legally separated","non-traditional","1","1","secondary",133.1,"less than secondary","specialized","other situation","other situation",100,"0","0","0","1","0","0",33,"1",7.6,2.6,0.32,"1"
"single","traditional","2","1","secondary",111,"less than secondary","less than secondary","group9","group9",110.7,"1","0","0","1","0","0",19,"0",8.9,1.4,3.51,"0"
"single","non-traditional","3","1","secondary",140,"less than secondary","less than secondary","group7","group7",143.4,"1","0","0","1","0","0",21,"0",9.4,-0.8,-3.12,"1"
"single","traditional","6","1","secondary",125,"less than secondary","less than secondary","group9","group9",115.9,"0","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group5","group5",145,"0","0","0","1","0","1",21,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",136,"less than secondary","less than secondary","group4","group7",140.9,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",115,"unknown","less than secondary","student","group5",108.4,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",116,"less than secondary","less than secondary","student","group5",114.3,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"1"
"single","traditional","5","1","secondary",110,"less than secondary","less than secondary","group7","group7",110,"1","0","0","1","0","0",20,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",135,"less than secondary","less than secondary","group4","group7",121.7,"1","0","0","1","0","1",18,"0",7.6,2.6,0.32,"0"
"single","non-traditional","2","1","secondary",131,"less than secondary","less than secondary","group5","group9",123.7,"1","0","0","1","0","0",18,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",124,"less than secondary","less than secondary","group7","group7",116.5,"1","0","0","1","0","1",20,"0",11.1,0.6,2.02,"0"
"single","traditional","1","1","secondary",163,"less than secondary","less than secondary","group5","group6",155,"0","0","0","1","0","1",21,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","1","secondary",137,"less than secondary","less than secondary","group9","group5",129.3,"1","0","0","1","0","0",19,"0",12.7,3.7,-1.7,"0"
"single","traditional","3","1","secondary",128,"less than secondary","secondary","group7","group9",121.7,"1","0","0","1","0","1",18,"0",12.4,0.5,1.79,"0"
"single","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",148.2,"1","0","1","1","0","0",27,"0",12.4,0.5,1.79,"0"
"single","traditional","2","1","secondary",133.1,"less than secondary","less than secondary","group7","group9",125.5,"1","0","0","1","0","1",21,"0",15.5,2.8,-4.06,"0"
"single","traditional","4","1","secondary",148,"bachelors or higher","less than secondary","group4","group7",131.9,"1","0","0","1","0","1",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",127,"less than secondary","less than secondary","group5","group7",121.8,"1","0","1","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","non-traditional","1","1","secondary",110,"less than secondary","less than secondary","group9","group9",107.7,"0","0","1","0","0","0",28,"0",10.8,1.4,1.74,"1"
"single","non-traditional","1","1","secondary",133.1,"bachelors or higher","bachelors or higher","group2","group2",115.5,"0","0","0","1","0","0",36,"0",11.1,0.6,2.02,"1"
"single","traditional","1","1","secondary",145,"less than secondary","less than secondary","group9","group10",139.8,"1","0","0","1","0","0",20,"0",12.7,3.7,-1.7,"0"
"single","traditional","1","1","secondary",136,"less than secondary","less than secondary","student","group7",133.2,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","1","0","secondary",131,"less than secondary","less than secondary","group9","group9",118.4,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","2","1","secondary",138,"less than secondary","less than secondary","group9","group7",123.3,"1","0","0","1","0","0",19,"0",9.4,-0.8,-3.12,"0"
"married","non-traditional","1","0","secondary",150,"less than secondary","less than secondary","group3","group7",134.5,"0","0","0","1","0","0",28,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",112,"less than secondary","secondary","group7","student",110.6,"0","0","0","1","0","0",20,"0",7.6,2.6,0.32,"0"
"single","non-traditional","1","1","secondary",154,"less than secondary","less than secondary","group1","group1",154,"1","0","0","1","0","0",28,"0",9.4,-0.8,-3.12,"0"
"single","non-traditional","1","0","specialized",160,"less than secondary","less than secondary","group9","group9",160,"0","0","0","1","0","0",24,"0",9.4,-0.8,-3.12,"1"
"single","non-traditional","1","1","specialized",140,"secondary","specialized","group3","group9",140,"1","0","0","1","0","0",20,"0",13.9,-0.3,0.79,"0"
"single","traditional","2","1","secondary",150,"less than secondary","less than secondary","group5","group6",132.5,"1","0","0","1","0","0",22,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",141,"secondary","bachelors or higher","group4","group4",127.7,"0","0","0","1","0","1",18,"0",16.2,0.3,-0.92,"0"
"single","traditional","5","1","secondary",122,"less than secondary","less than secondary","group9","group9",117.5,"1","0","1","0","0","0",22,"0",12.7,3.7,-1.7,"1"
"single","traditional","5","1","secondary",120,"less than secondary","less than secondary","group9","group7",127,"1","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",139,"less than secondary","less than secondary","group5","group5",125.5,"0","0","0","1","0","1",21,"0",12.7,3.7,-1.7,"0"
"single","traditional","6","1","secondary",138,"secondary","secondary","group4","group2",140.5,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",119,"secondary","less than secondary","group5","group8",118.3,"1","0","0","1","0","0",22,"0",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",129,"less than secondary","less than secondary","group5","group5",120.8,"1","0","0","1","0","1",20,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group5",95,"0","0","0","1","0","0",20,"0",11.1,0.6,2.02,"0"
"single","traditional","1","0","secondary",125,"less than secondary","less than secondary","group5","group6",122.2,"1","0","1","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",125,"secondary","secondary","group7","group3",143.9,"1","0","0","1","0","0",20,"0",15.5,2.8,-4.06,"0"
"single","traditional","2","1","secondary",137,"less than secondary","less than secondary","group9","group9",127.2,"1","0","0","1","0","1",20,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",123,"unknown","less than secondary","student","group7",120.2,"1","0","0","1","0","0",20,"0",7.6,2.6,0.32,"1"
"single","traditional","3","1","secondary",154,"secondary","less than secondary","group4","group9",134.8,"1","0","0","1","0","0",19,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",144,"less than secondary","less than secondary","group9","group9",142.6,"1","0","0","1","0","1",18,"0",15.5,2.8,-4.06,"0"
"single","traditional","1","1","secondary",153,"less than secondary","less than secondary","group7","group8",147.9,"0","0","0","1","0","1",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",152,"secondary","less than secondary","group4","group9",160.4,"1","0","0","0","0","0",19,"0",7.6,2.6,0.32,"1"
"single","traditional","1","1","secondary",150,"less than secondary","less than secondary","group9","group9",134.6,"0","0","0","1","1","0",20,"1",9.4,-0.8,-3.12,"0"
"single","traditional","1","1","secondary",129,"less than secondary","secondary","group3","group7",121,"0","0","0","1","0","1",22,"0",16.2,0.3,-0.92,"0"
"single","traditional","1","1","secondary",150,"less than secondary","less than secondary","group5","group4",142.7,"1","0","0","1","0","1",18,"0",9.4,-0.8,-3.12,"0"
"single","traditional","2","1","secondary",125,"secondary","secondary","group4","group8",115.6,"1","0","0","1","0","0",19,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",133.1,"less than secondary","less than secondary","group9","group9",130,"0","0","0","0","0","1",20,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",140,"less than secondary","less than secondary","group5","group6",124.3,"1","0","0","1","0","1",19,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",140,"less than secondary","less than secondary","group5","group6",137.9,"1","0","1","0","0","0",18,"0",8.9,1.4,3.51,"1"
"single","traditional","6","1","secondary",133.1,"secondary","less than secondary","group3","group3",100,"1","0","1","0","0","0",20,"0",12.4,0.5,1.79,"1"
"single","traditional","2","1","secondary",132,"secondary","bachelors or higher","group9","group3",128.2,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"0"
"single","traditional","3","1","secondary",135,"secondary","less than secondary","group5","group7",135,"0","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","4","1","secondary",135,"less than secondary","less than secondary","group9","group9",121,"1","0","0","1","0","0",18,"0",10.8,1.4,1.74,"0"
"single","traditional","1","1","secondary",133.1,"unknown","less than secondary","student","group4",147,"0","0","0","1","0","0",22,"0",9.4,-0.8,-3.12,"1"
"single","traditional","1","1","secondary",168,"less than secondary","less than secondary","group9","group9",149.5,"0","0","0","1","0","0",18,"0",12.4,0.5,1.79,"0"
"single","traditional","1","1","secondary",143,"less than secondary","secondary","group9","group9",144.4,"1","0","0","1","0","0",20,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",116,"less than secondary","less than secondary","group5","group5",116,"1","0","0","1","0","0",19,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",134,"less than secondary","less than secondary","group5","group8",120.7,"0","0","0","1","0","1",19,"0",16.2,0.3,-0.92,"0"
"single","non-traditional","1","1","specialized",140,"less than secondary","less than secondary","group5","student",141.8,"0","0","0","1","0","0",21,"0",12.4,0.5,1.79,"0"
"single","traditional","2","0","secondary",133,"less than secondary","secondary","group5","group5",119.7,"1","0","0","1","0","1",19,"0",9.4,-0.8,-3.12,"1"
"single","traditional","6","1","secondary",125,"less than secondary","secondary","group7","group4",118.4,"1","0","0","1","0","1",19,"0",11.1,0.6,2.02,"0"
"married","non-traditional","1","0","secondary",133.1,"less than secondary","less than secondary","group5","group4",134.5,"0","0","0","1","0","0",45,"0",15.5,2.8,-4.06,"0"
"married","non-traditional","1","1","secondary",133.1,"less than secondary","less than secondary","missing","group5",128.2,"0","0","0","0","0","1",28,"0",9.4,-0.8,-3.12,"1"
"married","non-traditional","1","1","secondary",137,"bachelors or higher","bachelors or higher","group2","group2",115,"0","0","0","1","0","0",28,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","0","secondary",140,"less than secondary","less than secondary","group9","group5",130,"0","0","1","1","0","0",25,"0",12.7,3.7,-1.7,"0"
"single","non-traditional","1","1","secondary",134,"secondary","less than secondary","group4","group4",120.7,"0","0","1","0","0","0",19,"0",15.5,2.8,-4.06,"1"
"single","traditional","5","1","secondary",139,"less than secondary","less than secondary","group9","group5",130.5,"1","0","0","1","0","0",19,"0",10.8,1.4,1.74,"0"
"single","traditional","2","1","secondary",113,"less than secondary","less than secondary","group9","group5",107.4,"1","0","0","1","1","0",20,"0",12.4,0.5,1.79,"0"
"single","traditional","3","1","secondary",133.1,"secondary","secondary","group9","group9",100,"1","0","0","1","1","0",22,"0",8.9,1.4,3.51,"0"
"single","non-traditional","1","1","secondary",132,"less than secondary","less than secondary","group9","group9",125,"1","0","0","1","1","1",20,"0",12.4,0.5,1.79,"0"
"single","traditional","4","1","secondary",127,"less than secondary","less than secondary","group7","group7",121.5,"1","0","0","1","1","0",20,"0",7.6,2.6,0.32,"0"
"single","traditional","1","1","secondary",123,"less than secondary","less than secondary","group4","other situation",127.2,"0","0","1","0","1","0",20,"0",7.6,2.6,0.32,"1"
"single","non-traditional","1","1","bachelors or higher",130,"bachelors or higher","bachelors or higher","group3","group2",160,"1","0","0","1","0","0",27,"0",13.9,-0.3,0.79,"0"
"single","non-traditional","1","1","secondary",125,"secondary","secondary","group9","group4",120,"0","0","0","1","0","0",22,"0",11.1,0.6,2.02,"0"
"single","traditional","3","1","secondary",140,"less than secondary","less than secondary","group9","group9",141.5,"1","0","1","0","0","0",19,"0",10.8,1.4,1.74,"1"
"single","traditional","1","1","secondary",111,"less than secondary","less than secondary","group3","group3",111.4,"1","0","0","0","0","0",19,"0",12.7,3.7,-1.7,"1"
"single","traditional","1","1","secondary",132,"bachelors or higher","specialized","group2","group2",136.6,"1","0","0","1","0","0",18,"0",13.9,-0.3,0.79,"0"
"single","traditional","1","1","secondary",150,"bachelors or higher","bachelors or higher","group2","group5",154.6,"1","0","0","1","0","0",19,"0",8.9,1.4,3.51,"1"
"single","traditional","4","1","secondary",118,"less than secondary","less than secondary","group9","group6",111.4,"1","0","1","0","0","0",20,"0",11.1,0.6,2.02,"1"
"married","non-traditional","1","0","secondary",150,"less than secondary","less than secondary","group3","group3",120.1,"0","0","0","0","0","0",39,"0",10.8,1.4,1.74,"1"
"married","non-traditional","2","0","less than secondary",100,"less than secondary","less than secondary","group4","group7",100,"0","0","1","1","0","0",37,"0",7.6,2.6,0.32,"0"
